cid1_model,cid2_model,textmining
167568,15458,866
125632,160463,753
125632,21758,789
125632,7575,720
125632,34423,931
125632,76639,834
125632,115097,709
125632,36176,824
125632,53819,847
125632,146867,788
125632,141154,957
125632,183909,886
125632,17746,949
125632,60324,769
125632,173712,855
125632,2319,954
125632,17744,793
125632,74449,763
125632,102436,947
33106,72174,848
121491,51755,715
121491,170771,765
121491,107562,736
121491,63859,839
121491,33153,743
121491,14163,713
121491,140836,768
121491,52413,766
121491,180069,776
121491,49798,808
143651,14037,817
14037,142397,893
14037,143651,817
14037,38565,842
106763,58906,717
1601,33979,757
1601,74531,784
1601,179519,742
1601,158029,727
1601,180286,767
1601,117589,715
1601,142523,841
52752,26165,875
52752,166644,752
6956,50135,820
6956,166093,736
6956,18434,820
161888,20131,877
39356,38754,740
39356,65885,740
39356,89643,765
39356,106030,819
39356,77291,737
101538,35971,740
101538,68510,755
94533,173129,739
175811,105897,743
175456,96829,713
175456,815,709
109882,155313,750
168479,56689,820
68578,28827,745
68578,15397,854
68578,33403,842
68578,45910,842
174968,3131,750
14352,30896,912
14352,3301,741
14352,53731,716
34515,70548,923
34515,179327,920
133740,164418,712
133740,133750,710
133740,171392,757
133740,97731,748
133740,176820,753
133740,14902,778
133740,158570,755
98347,93435,738
98347,27009,821
19307,60520,754
180297,165662,762
180297,125959,955
180297,51302,742
180297,28916,895
180297,36481,736
180297,7897,805
180297,172708,924
180297,35918,821
180297,87868,745
180297,33375,898
180297,89223,937
70594,170454,712
49336,34284,790
159885,83275,742
159885,36709,742
95131,44372,769
148353,136608,743
96063,32591,731
161554,31833,744
161554,5150,746
183222,23468,713
182568,130507,821
182568,93654,822
182568,75366,821
151581,66792,843
151581,43796,753
151581,183189,714
151581,170320,822
151581,6988,739
151581,22574,848
151581,11981,844
151581,131503,782
147250,81492,714
16416,128721,740
16416,165770,745
181090,80959,986
181090,15665,977
181090,22448,915
181090,911,723
181090,28133,842
181090,142042,953
181090,15203,839
181090,94364,943
143619,55742,751
143619,125743,986
143619,93268,700
143619,181609,745
143619,174,767
143619,129426,777
143619,57389,874
143619,99016,823
143619,40223,715
143619,171203,785
143619,151680,755
128105,154369,873
148150,28900,753
117881,34423,830
117881,177612,924
127889,59132,756
127889,87102,744
124824,34529,738
124824,162224,840
1986,88969,822
16165,127496,743
16165,148087,845
107033,78176,760
15631,32772,820
65347,87906,761
65347,174791,767
78996,37043,739
140758,148256,757
140758,76069,751
140758,47601,750
181392,150660,757
181392,14322,781
181392,81380,747
166988,19960,819
178461,179934,711
178152,44077,877
176609,140258,752
176609,122551,738
176609,80037,717
176609,2693,754
176609,64627,754
147494,3506,816
147494,89866,911
147494,18402,744
25689,142366,766
25689,129511,846
25689,101778,856
25689,39843,753
65448,108808,733
65448,42511,732
4875,114521,760
17036,172856,714
17036,17178,834
17036,40491,767
17036,151813,779
17036,60727,967
17036,51224,798
17036,153286,997
17036,11067,925
17036,183601,789
85310,14780,718
85310,46237,717
85310,98442,740
14656,168373,733
14656,11111,861
36521,178264,765
140516,96567,846
140516,54784,918
140516,102800,712
4565,157012,836
4565,171931,713
163406,51276,754
163406,66919,907
163406,166535,912
161791,157801,778
161791,54252,734
161791,33737,739
113404,157706,865
113404,142748,728
113404,7988,741
113404,30003,755
113404,141154,840
113404,154659,807
113404,130434,745
28161,144822,848
158131,95110,880
158131,139417,741
158131,119934,873
158131,73338,792
158131,145192,716
158131,69563,773
158131,82133,831
158131,110486,805
133173,21310,752
133173,120557,801
133173,181609,735
133173,17949,819
133173,50585,854
87761,49339,754
87761,184450,844
48185,102731,748
48185,64153,734
156035,152985,711
56186,139179,778
56186,22743,976
56186,55254,751
56186,77320,780
56186,137276,720
56186,25288,805
56186,142941,703
56186,71014,809
56186,93445,804
56186,10431,745
56186,129234,980
56186,92272,890
56186,104448,928
56186,89076,842
56186,132956,722
56186,179572,991
56186,115576,988
56186,23602,722
56186,86881,881
56186,6337,944
56186,123308,788
56186,69873,826
56186,76736,840
48098,38910,810
30990,110713,738
30990,122931,739
30990,76910,925
30990,28738,977
51620,9629,804
51620,133784,843
51620,90769,739
51620,22229,842
11099,165741,702
16080,134303,729
58475,87129,853
112667,26437,712
20862,146058,741
7971,124096,864
7971,152822,917
7971,102529,739
7971,13586,740
7971,38489,977
7971,171893,820
7971,69383,764
7971,140931,744
7971,87540,740
7971,178829,743
7971,118024,735
7971,92024,739
7971,17740,729
128624,176656,937
176656,28515,860
176656,17178,828
176656,121061,712
176656,17903,707
176656,128624,937
176656,137768,740
59582,179341,796
59582,11637,921
126856,176187,796
126856,96822,946
126856,119670,732
107612,64873,741
90383,46750,761
90383,155841,822
90383,126771,740
90383,133587,764
155841,115949,846
155841,46750,760
155841,90383,822
155841,126771,739
155841,163403,713
155841,133587,962
46750,155841,760
46750,90383,761
1687,176179,877
34513,161600,741
157543,78711,763
157543,92960,767
153969,24748,739
153969,59877,729
153969,92960,764
115949,155841,846
115949,163403,712
97702,44086,730
97702,41951,771
97702,153405,713
97702,158773,742
1029,139613,796
1029,141468,820
57469,139613,756
57469,141468,788
57469,96947,739
130428,178580,939
130428,105513,867
176325,85122,844
24736,8790,782
16046,41689,974
16046,15919,754
16046,144985,935
16046,25234,702
16046,42724,969
16046,174555,707
182178,54395,769
68921,115879,737
118024,38489,739
118024,7971,735
178829,124096,739
178829,38489,764
178829,7971,743
178829,151105,752
87540,38489,745
87540,7971,740
140931,142687,718
140931,38489,744
140931,7971,744
69383,124096,726
69383,150225,784
69383,38489,819
69383,7971,764
69383,37362,956
32069,115879,740
9859,172162,768
9859,17881,818
9859,93297,836
9859,38034,977
9859,38102,958
9859,50197,761
9859,83796,730
9859,175330,749
9859,29944,948
38668,28923,819
178162,1257,768
8891,12675,822
14835,175522,770
14835,101825,911
14835,118618,803
14835,184585,733
14835,159397,739
14835,122154,782
14835,122349,749
1013,133380,820
86519,181642,714
86519,4189,750
86519,20343,711
86519,57509,729
86519,73180,712
86519,112941,711
86519,168670,760
111891,123212,731
122373,87094,729
122373,121101,740
122373,50399,828
122373,148807,719
122373,52258,866
148807,116962,767
148807,69498,737
148807,129131,840
148807,13717,793
148807,22717,837
148807,175921,839
148807,174887,767
148807,176548,761
148807,52040,838
148807,99991,765
148807,38968,821
148807,152338,794
148807,46138,790
148807,34423,762
148807,11182,838
148807,16218,764
148807,183719,732
148807,146936,733
148807,101875,821
148807,54474,745
148807,22458,776
148807,36829,760
148807,107406,750
148807,158955,749
148807,40061,767
148807,169958,747
148807,157027,822
148807,166878,821
148807,121101,848
148807,154459,843
148807,28485,703
148807,128110,740
148807,13487,822
148807,110552,730
148807,49551,740
148807,156064,767
148807,63935,733
148807,79213,739
148807,81233,763
148807,159823,729
148807,131440,801
148807,130141,739
148807,152123,750
148807,169231,766
148807,97516,820
148807,28356,803
148807,179694,742
148807,31887,761
148807,137958,738
148807,84173,729
148807,104553,730
148807,122373,719
148807,47624,776
148807,149309,739
148807,43830,839
148807,149789,820
148807,21135,822
176459,54686,790
40920,48617,723
40920,114956,709
40920,99971,746
40920,43176,740
40920,95455,746
40920,40426,743
40920,57300,744
40920,89617,761
40920,122673,748
40920,108335,822
40920,150267,947
40920,85324,821
137899,101649,741
91031,34723,896
117586,34616,820
117586,166013,820
154818,144179,740
154818,98462,750
154818,39701,848
154818,146541,839
154818,163768,863
154818,156255,974
154818,46978,892
154818,157308,960
154818,45350,760
154818,90497,877
15251,91062,761
39372,44841,800
39372,105903,972
39372,132907,712
39372,167434,977
39372,133636,764
18994,17689,765
18994,117932,740
18994,98462,820
18994,39701,742
18994,146900,751
18994,2974,735
124547,17797,782
168147,16619,758
168147,138832,944
79416,54214,743
37714,168345,759
37714,83660,873
95660,156793,755
80890,147115,738
54630,147115,811
34089,4606,770
34089,120935,820
79400,19745,731
79400,62185,764
79400,164519,858
79400,99534,742
79400,3899,745
144006,34423,728
144006,174348,876
144006,122015,971
144006,41427,854
144006,175788,921
144006,24349,831
144006,64893,726
144006,147323,795
144006,43221,839
144006,60630,887
144006,44026,893
144006,105450,797
144006,98787,940
144006,99161,856
144006,56834,891
144006,138307,729
144006,60091,721
88372,18260,821
138439,151387,739
119833,65334,733
119833,7082,747
119833,9846,820
172722,137712,745
172722,80834,728
128544,24748,788
128544,148525,790
128544,29032,756
128544,116287,877
128544,144482,791
128544,78608,855
177981,162694,739
52567,134303,876
162721,147076,741
175478,107370,759
157664,74099,821
134602,90496,739
39838,9035,739
158461,28923,764
63795,111420,764
63795,53608,739
63795,45777,766
58442,28923,737
96493,28923,764
173381,46986,796
173381,122845,752
173381,33441,941
173381,136050,752
173381,137855,740
112571,107738,821
112571,124097,769
107738,143957,740
107738,8576,741
107738,112571,821
107738,124097,822
101525,162910,756
101525,123212,920
66756,84922,762
174329,90088,739
174329,21738,822
75213,178017,754
75213,39999,706
175553,115309,747
175553,66804,733
175553,139022,766
150221,103658,739
33340,144973,740
6520,40813,745
6520,166344,739
112146,32746,763
52822,36350,762
130058,105874,766
127169,9037,932
127169,128429,846
127169,134340,961
127169,180133,912
123281,91154,810
183125,178580,808
37333,142945,718
37333,52404,839
37333,101023,870
37333,12063,868
37333,51276,924
37333,88212,761
37333,19750,919
37333,126350,769
37333,11608,782
92885,121296,852
92885,93893,899
155147,129921,739
47796,16897,739
47796,130207,769
49724,50444,821
52576,2921,811
52576,12691,779
52576,107562,851
52576,184368,944
144611,166340,734
115461,32529,710
61022,16439,978
61022,152784,840
61022,164530,745
132394,2561,821
49736,56493,739
171278,99750,864
134003,36995,784
134003,140633,713
134003,156255,748
112407,130784,834
112407,137737,709
46237,85166,878
46237,85310,717
22898,60723,800
12387,32795,764
43217,175505,820
43217,120796,895
126255,152971,839
126255,90233,706
126255,6262,731
126255,69184,976
126255,26749,820
126255,13769,775
126255,54922,716
126255,49363,830
126255,101232,821
20013,108,738
165792,102543,723
142678,124730,767
142678,139377,821
142678,56572,746
56572,184238,739
56572,139377,745
56572,142678,746
56572,137773,782
105617,23800,792
105617,108373,853
105617,16218,848
105617,39789,714
105617,159451,713
105617,50389,715
105617,51781,813
132956,22743,788
132956,56186,722
90611,92397,718
171893,115879,726
171893,38489,750
171893,7971,820
38489,124096,884
38489,152822,915
38489,102529,735
38489,13586,739
38489,171893,750
38489,69383,819
38489,140931,744
38489,87540,745
38489,178829,764
38489,118024,739
38489,7971,977
176779,124096,868
176779,67068,819
176779,27371,789
124823,161094,705
124823,124308,721
124823,16176,747
103509,74290,728
103509,31463,749
144670,35927,820
152333,181113,849
152333,30673,820
152333,36737,711
152333,171484,819
152333,49125,933
148793,73971,769
75296,25640,811
75296,115530,822
75296,135306,721
75296,133576,761
115634,7575,746
115634,139652,922
75313,42554,875
75313,62645,873
75313,101190,808
96081,116307,740
116307,96081,740
29941,128812,720
31595,13893,977
13893,117364,912
13893,14139,739
13893,31595,977
13893,141809,845
12516,175943,822
5616,107930,747
28513,149508,735
28513,14846,902
28513,21044,730
28513,133530,951
37487,100384,735
37487,51301,763
167384,136445,740
51301,100384,763
51301,37487,763
148558,39827,739
129146,100679,724
102007,42416,821
102007,122979,760
160835,10545,818
72812,118765,820
134928,70515,821
32715,127872,821
32715,118765,749
32715,135060,749
70515,134928,821
135060,104290,737
135060,165046,747
135060,32715,749
135060,84222,727
135060,155672,766
135060,50566,739
135060,13311,732
121954,38778,760
172708,165662,820
172708,125959,913
172708,42025,898
172708,180297,924
163552,182697,738
153546,154158,735
153546,23780,750
153546,7820,745
23780,153546,750
114013,2087,877
114013,162787,774
114013,40285,750
6596,20830,927
6596,173063,731
6596,62162,723
133530,149508,937
133530,28513,951
154158,38031,739
154158,153546,735
154158,7820,790
138492,41466,858
43538,144350,748
169637,10166,724
10166,169637,724
98127,47111,771
170438,17029,911
170438,110953,793
179512,168258,785
74996,162714,762
74996,58589,897
144808,118468,870
144808,121689,868
144808,159249,763
127146,106145,821
72382,20981,762
31380,82576,806
31380,170938,893
31380,101341,749
112464,165441,745
62494,137627,712
62494,56636,817
80752,22743,797
80752,135713,825
80752,49038,912
80752,146243,933
80752,69563,935
167441,66773,700
34282,149008,764
34282,149306,732
34282,74611,811
34282,79644,734
34282,7621,749
34282,114133,733
2663,73693,962
2663,40871,938
34289,111421,761
34289,142821,741
178219,160741,906
178219,175632,936
114486,7307,769
114486,107264,761
133874,164671,718
133874,61542,936
133874,82179,844
156491,147771,762
156491,53216,729
156951,179476,711
30138,75525,753
30138,161565,740
156160,123369,740
156160,31211,715
37595,115879,811
159789,160174,762
159789,127876,764
159789,18617,741
159789,128258,740
159789,40976,738
46154,72669,774
46154,130784,831
46154,143244,832
46154,111421,819
46154,33915,864
46154,34161,764
97795,47978,774
97795,179785,713
97795,47613,958
61371,9105,731
181111,55867,878
181111,107317,817
17949,120557,760
17949,133173,819
65698,52859,740
103616,135612,752
96121,93445,795
37204,161952,744
15490,167482,766
49747,182159,706
109385,120796,922
3844,67171,893
3844,49061,920
146025,58892,724
58589,51130,816
58589,59648,793
58589,144974,976
58589,74996,897
58589,42194,769
58589,1766,767
58589,66330,736
17443,102391,704
17443,183719,886
17443,124594,733
17443,100906,835
17443,49900,912
155295,1960,740
14628,16131,812
14628,165920,764
14628,50695,762
91421,29468,739
59523,93297,716
59523,37189,747
4930,3938,818
120757,181066,820
151681,120561,710
151681,164505,739
151681,114312,821
151681,41509,742
151681,56765,708
151681,160490,766
151681,156322,797
126126,176392,720
98357,57396,743
98357,73158,842
98357,76716,809
158070,115879,762
139377,124730,739
139377,108373,724
139377,56572,745
139377,142678,821
41772,4818,713
41772,67870,713
41772,58498,739
130898,21758,765
154652,163835,741
154652,170432,888
71782,20892,852
48104,14968,821
141468,178028,793
141468,28548,762
141468,25459,939
141468,101875,797
141468,4055,746
141468,99414,793
141468,139613,947
141468,59314,704
141468,45996,836
141468,181271,807
141468,83426,768
141468,59785,797
141468,114407,779
141468,67838,782
141468,164046,731
141468,168345,796
141468,15974,798
141468,93791,796
141468,118011,855
141468,130425,739
141468,157077,891
141468,101459,846
141468,20756,709
141468,125357,730
141468,14233,755
141468,99455,743
141468,49678,816
141468,57469,788
141468,1029,820
141468,8378,739
141468,42972,755
141468,146051,783
141468,145463,705
141468,68118,743
141468,24667,875
141468,69726,919
141468,180594,715
12916,47391,728
12916,93562,739
12916,33338,825
136235,116962,724
136235,87094,931
136235,69498,777
136235,129131,707
136235,144491,747
136235,164671,769
136235,117111,834
136235,23800,858
136235,39463,919
136235,52040,807
136235,718,734
136235,38968,720
136235,46138,716
136235,34423,853
136235,11182,801
136235,16218,732
136235,107406,783
136235,40061,716
136235,157027,704
136235,84978,796
136235,83577,765
136235,107156,712
136235,42329,882
136235,158237,746
113785,52330,741
113785,69637,739
113785,101879,821
113785,92923,821
113785,80582,877
107264,168373,833
107264,108373,863
107264,183719,800
107264,129938,832
107264,79888,801
107264,49194,985
107264,7307,992
107264,174162,723
107264,114486,761
107264,111445,973
107264,24883,956
107264,57833,997
95475,18599,756
132918,162918,741
132918,105196,773
130301,83675,740
57856,39310,734
28867,176558,785
173357,55867,773
173357,107317,866
154037,155335,819
21044,110731,736
21044,92131,737
21044,24951,920
21044,28513,730
21044,48022,713
84994,67009,730
36042,124730,901
36042,108373,776
36042,121296,789
36042,24154,724
36042,146653,715
36042,93893,895
36042,106595,738
36042,48925,766
89866,152971,812
89866,108373,885
89866,3506,873
89866,40205,735
89866,119934,770
89866,147494,911
89866,18402,736
89866,182321,729
89866,75744,955
89866,171726,896
89866,35036,908
89866,27377,739
101190,164850,821
101190,98463,713
101190,42554,790
101190,51165,885
101190,46893,822
101190,50870,942
101190,128350,766
101190,20489,901
101190,75313,808
101190,6603,728
101190,139330,774
24951,21044,920
74146,75863,991
74146,5473,715
74146,34423,819
74146,47794,953
74146,64594,733
74146,89462,758
74146,146175,739
74146,107562,860
74146,815,968
74146,128928,876
74146,21694,860
74146,121562,712
74146,142998,780
74146,140561,854
136875,83577,955
136875,56215,764
157017,40422,877
133469,72774,772
133469,116962,715
133469,67020,705
133469,108373,768
133469,3506,939
133469,159852,774
133469,150370,761
133469,10578,790
133469,143431,733
133469,95097,707
133469,45067,937
36253,57249,901
36253,109525,711
41509,151681,742
57249,49542,829
57249,167206,892
57249,36253,901
57249,61724,928
57249,33338,845
89229,108373,768
89229,130784,711
56215,136875,764
138833,125479,730
146243,139179,761
146243,22743,953
146243,135713,948
146243,137276,838
146243,161199,866
146243,101869,930
146243,49038,721
146243,124142,751
146243,80752,933
146243,69563,980
145192,180391,713
145192,68127,723
145192,158131,716
68317,60723,720
68317,108373,771
68317,42329,901
68317,54137,949
42329,116962,827
42329,57975,743
42329,87094,851
42329,69498,917
42329,140853,778
42329,129131,727
42329,144491,903
42329,164671,848
42329,60105,709
42329,47651,797
42329,38162,840
42329,117111,983
42329,22717,808
42329,23800,907
42329,174887,742
42329,52040,834
42329,63684,891
42329,718,709
42329,108373,892
42329,46138,708
42329,34423,858
42329,84131,709
42329,11182,867
42329,16218,714
42329,108593,936
42329,33030,953
42329,84978,779
42329,48345,740
42329,83577,877
42329,40034,775
42329,119934,927
42329,139614,918
42329,177612,770
42329,48385,787
42329,68317,901
42329,136235,882
42329,123658,739
42329,158237,918
42329,54137,947
42329,119913,763
74888,34423,739
74888,47794,820
74888,169190,953
74888,52802,944
129791,183201,847
52781,87094,735
52781,18027,744
52781,95110,777
52781,69563,923
104527,136027,787
104527,66972,836
104527,104036,809
104527,111790,855
154972,115810,762
156956,173501,834
53480,138725,723
37735,75795,716
2851,18670,735
88099,45681,745
169508,123438,711
169508,170988,713
169508,147358,715
169508,93408,712
169508,146337,710
12695,141131,787
12695,163656,868
48439,58237,715
52506,125488,849
139906,19070,897
139906,177549,847
139906,29220,859
78770,63260,843
35522,59509,822
35522,107490,711
35522,140794,732
35522,137732,786
149003,85850,821
62626,69840,761
26766,83252,727
170566,158660,820
38178,107062,763
38178,169989,819
90088,174329,739
90088,167608,845
26322,80923,844
26322,103253,754
59674,174767,834
59674,13574,790
59674,87170,741
59674,26069,829
183758,2921,714
71116,121562,843
144974,8789,791
144974,144491,753
144974,55857,890
144974,38162,830
144974,176548,702
144974,718,769
144974,77913,773
144974,38968,766
144974,108373,762
144974,95110,704
144974,162714,834
144974,151472,803
144974,101875,894
144974,51165,739
144974,59785,881
144974,121101,774
144974,93791,971
144974,86624,710
144974,144903,707
144974,51130,978
144974,42980,851
144974,40782,738
144974,65166,755
144974,20489,732
144974,58589,976
144974,129426,776
144974,155354,937
144974,42194,792
144974,12498,770
144974,54776,856
144974,1766,785
144974,47778,911
144974,105923,754
144974,13140,853
144974,28409,711
144974,104002,751
144974,160048,789
144974,33338,778
65984,129671,845
113302,16218,755
113302,40061,756
113302,40205,800
113302,157027,941
113302,154459,730
113302,177305,922
113302,173339,851
113302,8791,710
113302,107641,715
144946,27709,877
135843,158955,715
79986,34722,895
79986,85234,931
23357,124211,732
135779,49542,727
135779,83577,857
135779,95813,959
135779,111869,784
114002,11385,822
114002,64479,762
114002,139245,746
180532,136005,728
75624,107428,704
75624,67411,711
75624,34644,855
75624,130130,883
75624,28579,738
75624,107845,776
75624,134930,821
75624,40791,882
75624,157296,803
75624,20476,746
75624,4771,740
75624,54601,761
75624,64888,722
4771,75624,740
104035,116513,723
153207,96611,840
153207,18328,851
153207,1683,769
153207,147695,793
156784,74099,735
181102,149875,843
181102,109652,821
131896,165029,821
168867,85981,710
3503,141164,744
181099,142924,784
141164,125110,826
141164,88944,786
141164,36303,714
141164,3503,744
141164,27403,781
141164,131816,846
47644,14774,749
165654,36423,746
43211,129166,731
43211,27529,744
43211,136847,762
81487,134596,713
81487,67855,717
81487,88867,717
110418,6768,714
52295,171979,821
96404,146867,710
125450,94631,715
12113,118848,766
35757,176318,774
17167,3461,733
108647,109269,806
108647,91070,768
108647,148938,740
151050,61169,788
28364,24737,768
28364,144349,766
27773,34419,733
4863,104347,767
83671,30076,767
11542,107125,747
11542,110253,746
11542,64141,740
88922,30476,740
88922,89056,740
88922,134824,744
68805,10800,910
56629,77751,821
38891,139022,742
38891,8244,762
31624,40328,739
49678,31529,779
49678,170432,715
49678,141468,816
100693,99497,820
172552,63372,742
12727,85621,766
12727,183788,731
74357,74506,744
159858,131169,742
134058,18017,819
148067,15506,739
59868,181234,833
59868,152985,924
59868,81769,800
59868,54966,819
59868,118039,784
59868,173205,798
59868,180295,824
59868,105553,815
59868,104047,757
59868,29808,772
59868,118696,716
59868,96883,717
5939,82008,740
45681,170028,836
45681,88099,745
45681,40187,921
45681,39981,915
45681,168076,764
45681,182666,911
45681,91950,837
45681,87477,904
45681,157443,883
45681,180244,886
41729,18443,817
75795,183346,730
75795,111540,807
75795,37735,716
75795,164281,952
75639,93635,747
143339,47661,714
88373,44444,947
92400,112201,715
92400,110383,845
22399,123212,739
179157,50722,734
179157,78210,746
179157,46066,730
84893,28741,739
141862,140799,802
141862,133839,861
141862,106580,892
141862,115396,818
141862,160144,878
141862,130193,940
157308,155614,715
157308,144179,787
157308,39701,850
157308,160202,717
157308,137310,721
157308,146541,880
157308,24724,785
157308,163768,809
157308,78484,768
157308,139651,768
157308,156255,954
157308,46978,880
157308,154818,960
157308,133330,740
157308,90497,889
54404,82020,871
15233,121962,731
46308,183954,741
89056,88922,740
99668,27156,761
34056,10765,891
112344,151609,939
92255,6872,740
92255,33569,700
92255,103528,714
127523,52857,749
64631,14509,717
163897,37538,820
150389,84034,725
150389,98539,765
150389,35559,738
110736,90619,764
136050,173381,752
87689,162221,736
143401,149582,820
21631,163905,874
21631,161379,740
21631,124211,712
21631,131666,882
21631,151609,764
21631,125138,751
21631,3311,894
52336,107562,805
2267,99601,786
2267,66269,844
2267,23313,723
34396,54505,722
395,397,740
106710,110584,765
166183,141571,759
166183,92844,718
166183,169434,760
166183,108879,873
143207,135580,810
97708,91900,792
97708,5839,935
97708,154515,832
97708,123376,937
70050,24987,720
70050,183872,733
70050,119948,743
70050,107338,848
70050,126817,788
36700,144408,715
36700,99747,733
36700,32881,816
132041,19359,746
1432,19359,767
172214,113546,751
168359,158733,785
105064,132060,815
105064,25234,841
105150,64940,821
105450,146533,926
105450,144006,797
105450,111492,716
183872,36377,908
183872,83821,858
183872,33500,764
183872,2574,777
183872,70050,733
183872,119948,719
183872,107338,714
183872,126817,897
119868,52330,748
119868,132714,824
38831,94997,739
174008,94678,735
37863,94678,821
37863,123492,766
145947,133069,810
145947,176726,898
145947,17224,970
145947,126151,910
145947,41519,721
145947,168629,970
145947,64317,911
180309,18260,957
17224,133069,817
17224,4306,821
17224,176726,845
17224,145947,970
17224,126151,920
17224,41519,723
17224,168629,976
17224,155098,965
17224,64317,923
41851,160177,714
113087,97405,736
91635,30,873
95756,3290,739
52383,54361,718
77972,179953,739
77972,57962,792
115144,108452,764
115144,143274,796
115144,103853,764
166959,107788,736
97405,167531,740
97405,113087,736
97405,116720,739
97405,58498,822
63587,115576,842
20731,125798,757
153405,97702,713
177482,122759,767
88998,31703,922
99344,71978,735
159475,71978,741
159475,32620,765
159475,159700,766
32620,143286,792
32620,71978,945
32620,86101,812
32620,144552,724
32620,159475,765
32620,132604,814
32620,102573,739
32620,23596,751
32620,131334,763
32620,99558,742
32620,154330,804
32620,119486,751
115348,34010,754
87152,179783,705
69689,18409,821
86012,18409,720
27833,16774,701
27833,25636,910
27833,153106,929
27833,9164,760
27833,97363,820
16029,37269,739
184475,94631,715
151057,128864,722
167740,123145,738
18584,121238,822
18584,40698,820
18584,30861,820
18584,88413,722
114210,171773,746
165653,129396,711
63483,95398,778
141442,33320,870
47850,93361,725
47850,10181,882
137875,135350,822
10041,141531,819
134900,131681,831
134900,132971,770
134900,93733,857
134900,144571,710
134900,120352,953
134900,68716,947
134900,163517,780
134900,36890,830
134900,173447,834
68716,131681,929
68716,132971,817
68716,93733,893
68716,144571,944
68716,120352,891
68716,134900,947
68716,96583,878
68716,27403,726
68716,163517,766
68716,44293,725
68716,36890,782
68716,173447,835
145881,28037,930
145881,153650,930
145881,124982,706
145881,97869,762
145881,55261,742
145881,26570,702
144067,87526,745
50432,55267,726
50432,55839,971
50432,23457,766
50432,6020,708
50432,53567,788
50432,183619,710
58036,41944,715
58036,121262,717
58036,41679,752
58036,143637,822
58036,61749,740
58036,22559,765
58036,148899,821
58036,119724,822
58036,11327,748
58036,80387,760
58036,136270,760
58036,122893,743
58036,157142,762
183784,105470,836
183784,161456,919
183784,97661,829
174519,78666,711
129540,84853,781
130515,92892,963
66826,27832,703
66826,174515,758
153394,68820,740
160049,148999,850
63437,52471,924
167531,89671,731
167531,97405,740
167531,58498,739
53916,5286,754
53916,120683,739
53916,44293,817
53916,67796,843
53916,116394,710
53916,163666,735
134017,43338,886
43338,145510,714
43338,99028,736
43338,10717,712
43338,134017,886
43338,24418,920
154074,15275,760
37317,48820,735
37317,151065,807
37317,114743,820
37317,134343,712
37317,62116,728
55775,89263,739
68102,42796,757
132756,44293,754
132756,52714,957
165941,90607,762
119269,3839,726
119269,870,844
47100,4387,735
20202,161621,742
106988,9999,734
106988,78629,932
106988,839,711
145868,84209,785
145868,114085,734
145868,180912,746
145868,30117,820
145868,29356,820
119079,175597,739
142279,149875,797
142279,78666,754
121389,158873,736
6431,115802,741
78651,1816,818
164147,1816,739
14780,85310,718
95796,36548,935
161744,145425,762
161744,139938,882
161744,53983,819
161744,149936,742
161744,21953,822
161744,116785,793
161744,144667,844
161744,173237,739
161744,65099,747
161744,18644,768
153643,158693,877
13582,44841,832
13582,105903,812
13582,83821,719
13582,167434,718
13582,101485,717
142936,170311,743
73891,24632,769
73891,139217,743
73891,60488,822
107032,164269,956
107032,19855,765
107032,29993,738
107032,100475,739
107032,112142,764
56552,23846,755
110362,83627,821
145780,177807,736
161950,61902,728
156507,50512,749
156507,136252,820
143628,42138,789
143628,74390,740
143628,56031,740
47495,10761,746
27238,131169,742
133389,143235,749
152653,157958,712
133021,33854,820
38021,140424,747
160641,76639,778
160641,25518,877
160641,18313,730
160641,8743,766
160641,132359,730
160641,85130,820
38231,43095,740
46313,154197,748
29776,93893,755
29776,133315,903
12141,41017,747
183201,129791,847
48489,65055,722
89447,171561,743
161600,41944,739
161600,41679,728
161600,24045,740
161600,34513,741
161600,87051,761
161600,16449,730
161600,144037,740
127495,9126,866
116892,45697,730
123280,180470,735
123280,132828,732
71960,178028,763
71960,117426,760
71960,151472,811
71960,25459,946
71960,101875,700
71960,170705,776
71960,117932,743
71960,98462,787
71960,20184,767
71960,4055,868
71960,99414,860
71960,166810,880
71960,139613,789
71960,59314,764
71960,39701,749
71960,83426,737
71960,59785,827
71960,50424,740
71960,137750,743
71960,18471,722
71960,114407,775
71960,166867,717
71960,8519,740
71960,31656,945
71960,142750,710
71960,15242,885
71960,93791,761
71960,157077,708
71960,143645,939
71960,42972,740
71960,24667,840
29168,130193,896
143381,160764,820
163816,24737,716
151065,48820,930
151065,37317,807
81654,60301,761
12487,147469,719
12487,55854,912
114312,104165,825
114312,151681,821
114312,71489,715
114312,47111,960
107590,133916,762
170140,117569,742
143132,144830,743
155562,24088,889
155562,36425,871
141531,10041,819
141531,111567,762
141531,112596,739
141531,157137,735
141531,132522,765
141531,138882,739
10325,143014,730
101614,74615,757
119442,122744,769
14736,41388,739
110906,122547,759
110906,55465,746
110906,36771,714
130566,159194,818
95390,154169,759
101432,172281,787
101432,114655,714
173205,54966,813
173205,59868,798
93408,66773,727
93408,33321,787
93408,147358,710
93408,84118,712
93408,6719,794
93408,71835,833
93408,169508,712
93408,40187,817
93408,146337,700
116138,33753,713
32967,680,907
45555,149887,877
45555,87423,821
58800,56701,795
127937,3215,799
33915,179194,878
33915,72669,720
33915,108373,765
33915,130784,980
33915,143244,946
33915,46154,864
88437,82295,841
67941,26376,774
125962,133377,731
125962,27148,725
