cid1_model,cid2_model,textmining
180332,141339,802
180332,148986,766
180332,154356,884
180332,142687,799
180332,57409,800
180332,41461,876
180332,6603,915
180332,87734,733
180332,39755,983
180332,140103,765
180332,88221,822
180332,58062,829
180332,39436,729
180332,100196,948
180332,31506,871
180332,12017,790
180332,106233,717
18669,91173,729
18669,74355,745
18669,32739,840
18669,63684,844
18669,174612,767
18669,118667,953
18669,128737,774
18669,112321,739
18669,131103,874
18669,57734,747
18669,114766,760
18669,133285,787
18669,181980,725
18669,167954,954
18669,76232,795
18669,141582,846
18669,167833,738
18669,146844,793
18669,62554,911
18669,175633,714
18669,147148,790
18669,17741,715
18669,68581,714
18669,6872,723
18669,34529,784
18669,27112,758
18669,77270,728
18669,18017,805
18669,165779,910
18669,26510,728
18669,16883,899
18669,34644,874
18669,100596,806
18669,122618,798
18669,156381,741
18669,162224,860
18669,112369,875
18669,61533,919
18669,68080,887
18669,61950,735
18669,35928,797
18669,47660,719
18669,47324,706
18669,43327,808
18669,124180,767
18669,121212,819
18669,99656,840
18669,123391,871
18669,97443,948
18669,11762,844
18669,82252,982
18669,29591,888
18669,151640,789
160199,68500,759
160199,29538,835
160199,93302,820
160199,150300,882
160199,159489,897
160199,43414,896
160199,61129,732
160199,29822,763
160199,4456,967
160199,113079,976
160199,111068,809
160199,26487,830
160199,18377,817
160199,123907,831
160199,167833,736
160199,96223,801
160199,77144,887
160199,54521,701
160199,22422,747
160199,90856,755
160199,84139,866
160199,122270,794
160199,139745,925
160199,9272,824
160199,99657,739
160199,33924,801
160199,80000,810
160199,104279,735
160199,119310,732
160199,180713,740
160199,115632,900
160199,70777,764
108126,102399,725
108126,59781,889
108126,135706,861
108126,76232,971
108126,25867,743
108126,103524,946
108126,167950,915
108126,57724,947
108126,40242,819
108126,85764,743
108126,128495,742
108126,11177,764
108126,124136,844
108126,9272,767
108126,80000,741
108126,114236,740
108126,59669,822
101712,2666,850
101712,121461,721
101712,178036,832
101712,120924,758
101712,151148,873
101712,91413,905
101712,79476,770
101712,148802,740
101712,91837,829
101712,117857,844
101712,71413,854
101712,177571,703
101712,84792,871
101712,38748,756
101712,169723,932
101712,28679,748
101712,1074,824
163312,30026,759
163312,86254,705
57263,144491,812
57263,164671,907
57263,162968,900
57263,46583,820
57263,77320,891
57263,87418,781
57263,102477,825
57263,85193,933
57263,173622,768
57263,152520,939
57263,121343,746
57263,115608,837
57263,130997,713
57263,66814,889
57263,3183,783
57263,76272,821
57263,158102,785
57263,101230,844
57263,158237,865
102477,144491,769
102477,164671,783
102477,87418,886
102477,57263,825
102477,85193,779
102477,152520,841
102477,84139,843
102477,115608,931
102477,174896,720
102477,66814,830
102477,32306,767
102477,173001,820
59127,117426,880
59127,166810,853
59127,164418,925
59127,24702,750
59127,163935,717
59127,157077,850
59127,145499,739
59127,136661,705
59127,111044,731
59127,163118,792
59127,42972,842
59127,62196,769
54282,93212,760
163721,12426,767
12426,163721,767
12426,76811,743
12426,182747,954
130946,80188,731
130946,52508,769
130946,168483,764
130946,46989,739
130946,60335,765
130946,30434,946
130946,14337,733
29822,43414,741
29822,61129,718
29822,160199,763
29822,4456,744
29822,113079,761
29822,123907,742
29822,96223,760
29822,90856,774
29822,84139,748
29822,99657,744
29822,12801,711
29822,167667,729
29822,14830,739
29822,173503,701
29822,98085,735
29822,25726,765
29822,180713,748
29822,107090,822
126784,136531,703
126784,134995,775
126784,130924,801
126784,120788,888
99414,178028,800
99414,28548,826
99414,21481,728
99414,151472,882
99414,25459,845
99414,101875,812
99414,117777,909
99414,117932,778
99414,62176,849
99414,20184,834
99414,4055,862
99414,139613,916
99414,26693,760
99414,59314,846
99414,39701,765
99414,181271,763
99414,83426,820
99414,59785,890
99414,159949,940
99414,43023,739
99414,19832,734
99414,114407,766
99414,166867,850
99414,8519,742
99414,85214,777
99414,75604,736
99414,136027,715
99414,33839,798
99414,15242,793
99414,93791,849
99414,128406,720
99414,118011,740
99414,168241,842
99414,182109,816
99414,157077,723
99414,146541,730
99414,143645,837
99414,70762,934
99414,71960,860
99414,141468,793
99414,42972,767
99414,30277,806
99414,110858,872
99414,145463,743
99414,105923,761
99414,163763,785
99414,24667,920
99414,124831,748
99414,81815,710
99414,69726,797
181181,61129,807
181181,17752,737
158143,69618,803
158143,120331,742
158143,23846,733
158143,130168,766
158143,68080,702
158143,47149,732
158143,105749,931
158143,31165,762
158143,176902,820
158143,8752,750
173066,142747,894
173066,56334,922
23954,146060,833
23954,176381,883
23954,148083,746
23954,83470,767
23954,78501,874
23954,21728,790
23954,8839,826
23954,79877,757
53083,122475,775
53083,53248,760
53083,24681,753
53083,148423,880
135706,162348,901
135706,74355,836
135706,118667,723
135706,159489,706
135706,59781,835
135706,108126,861
135706,57529,787
135706,76232,812
135706,103524,924
135706,167950,846
135706,57724,807
135706,150864,796
135706,26510,740
135706,168000,863
135706,11177,829
135706,181032,793
135706,124136,912
135706,49380,800
135706,83933,732
135706,183808,853
135706,80045,948
135706,9272,912
135706,30446,814
135706,80000,919
135706,9737,709
135706,98562,932
135706,75094,766
135706,121036,703
135706,118111,816
135706,30230,767
135706,28864,781
135706,142282,714
140222,1163,721
140222,146060,859
140222,14391,783
140222,73746,783
140222,139613,849
140222,128878,860
140222,106505,791
140222,8839,934
140222,37410,842
140222,124932,862
140222,54447,732
140222,145581,761
140222,8813,880
140222,55873,740
140222,57741,816
140222,13156,732
96611,72240,886
96611,69498,837
96611,169785,806
96611,49106,843
96611,13717,721
96611,98556,824
96611,99991,759
96611,34423,807
96611,162573,971
96611,7453,780
96611,26704,842
96611,44841,840
96611,115033,792
96611,64596,919
96611,27966,708
96611,44268,924
96611,62591,913
96611,78925,950
96611,54983,957
96611,158340,960
96611,169811,912
96611,105903,911
96611,15865,901
96611,174503,939
96611,144055,913
96611,36377,741
96611,18328,995
96611,1683,827
96611,131681,971
96611,161182,740
96611,136113,713
96611,155533,733
96611,117857,773
96611,177579,753
96611,62921,711
96611,83821,893
96611,40283,891
96611,64523,970
96611,88352,890
96611,154459,721
96611,138851,753
96611,10765,822
96611,130682,883
96611,147124,819
96611,147033,861
96611,67178,875
96611,89494,819
96611,126270,788
96611,60928,919
96611,27888,755
96611,132971,856
96611,21719,745
96611,122475,777
96611,104780,723
96611,108939,908
96611,53248,769
96611,54215,777
96611,3781,740
96611,153207,840
96611,110898,769
96611,108419,882
96611,100674,841
96611,126572,706
96611,147695,789
96611,126077,758
96611,26348,795
144904,131103,896
144904,65315,832
144904,68383,740
144904,112135,746
181980,18669,725
181980,156381,842
181980,61533,791
181980,167175,778
181980,72366,736
181980,97443,746
181980,68971,754
4055,178028,855
4055,117426,881
4055,28548,840
4055,21481,769
4055,151472,912
4055,25459,838
4055,144179,819
4055,101875,782
4055,162436,731
4055,117777,742
4055,17689,911
4055,59083,724
4055,117932,822
4055,62176,813
4055,98462,919
4055,162703,703
4055,20184,876
4055,10961,885
4055,98863,707
4055,40863,739
4055,99414,862
4055,101983,909
4055,139613,891
4055,164418,727
4055,41678,881
4055,85166,728
4055,59314,840
4055,39701,882
4055,83426,891
4055,13232,885
4055,59785,842
4055,159949,825
4055,43023,842
4055,50424,875
4055,137750,765
4055,18471,939
4055,114407,939
4055,166867,820
4055,8519,863
4055,153793,819
4055,24702,890
4055,166878,759
4055,31656,767
4055,111598,820
4055,142750,912
4055,15242,820
4055,93791,875
4055,72150,919
4055,168241,769
4055,125537,922
4055,157077,844
4055,163120,787
4055,26566,733
4055,164557,764
4055,146541,878
4055,47606,898
4055,151945,800
4055,62747,769
4055,94602,868
4055,130689,733
4055,156255,747
4055,71960,868
4055,141468,746
4055,42972,889
4055,110858,849
4055,146051,933
4055,93159,765
4055,105923,748
4055,163763,844
4055,24667,877
4055,90497,736
4055,23599,912
87418,102477,886
87418,57263,781
87418,85193,734
87418,152520,738
87418,115608,886
87418,4751,822
87418,66814,741
87418,58842,740
69215,101983,724
69215,30343,881
69215,50424,888
69215,63198,743
69215,29719,855
69215,24841,883
75494,119358,946
124969,19697,886
124969,9105,947
124969,173752,755
124969,121189,757
124969,101315,768
124969,176183,720
124969,36112,741
124969,107400,743
124969,44624,905
124969,133183,724
124969,82860,739
124969,150310,732
124969,3252,762
124969,51110,834
124969,141307,764
124969,11363,820
124969,35248,763
124969,135516,821
124969,157339,739
124969,69522,850
124969,142308,700
124969,130474,719
123101,25640,788
123101,80188,946
123101,176381,935
123101,51948,820
123101,83470,884
123101,25802,947
123101,163174,714
123101,132044,834
123101,27250,843
123101,32482,761
123101,181681,733
123101,21093,752
123101,21728,789
123101,68080,748
123101,113710,882
123101,106505,954
123101,90338,733
123101,148670,764
123101,136380,721
123101,81762,740
123101,40916,789
123101,123636,832
123101,41487,740
123101,143489,760
123101,30434,740
123101,184317,768
123101,178156,799
120331,158143,742
120331,130168,763
120331,176902,740
120331,8752,742
43455,159762,766
43455,180332,820
43455,431,762
43455,32646,758
43455,117187,749
43455,78268,734
34777,934,816
34777,98394,854
34777,93223,927
34777,12112,794
34777,146123,940
34777,32646,966
151073,84759,743
151073,161225,739
151073,110105,742
134009,160466,823
134009,101825,763
134009,171530,794
134009,28312,862
134009,63029,793
134009,71478,786
134009,12707,821
166926,159879,962
166926,58049,766
166926,142581,739
166926,140361,828
166926,90294,890
166926,42889,873
166926,29714,883
166926,19961,919
108595,96562,821
108595,38169,712
108595,24154,717
108595,153428,765
108595,99003,733
108595,75877,736
133536,51631,761
133536,127790,739
133536,114262,792
133536,111318,740
133536,122615,843
133536,519,742
54056,100256,756
54056,161313,759
54056,5769,758
12063,162345,899
12063,116632,792
12063,144491,837
12063,21550,736
12063,164671,880
12063,2666,794
12063,7069,718
12063,169785,925
12063,2895,742
12063,148803,875
12063,128551,757
12063,11182,974
12063,15665,942
12063,88082,733
12063,16707,791
12063,140717,945
12063,142945,993
12063,30699,908
12063,52404,931
12063,146163,822
12063,2761,834
12063,101023,996
12063,65599,756
12063,178036,926
12063,1977,935
12063,51276,984
12063,151421,856
12063,88212,745
12063,167011,757
12063,50870,888
12063,91837,719
12063,122733,773
12063,22530,807
12063,71413,816
12063,163200,956
12063,150370,716
12063,34514,820
12063,92127,919
12063,10578,721
12063,145478,820
12063,147217,884
12063,69050,745
12063,19750,886
12063,183071,888
12063,48040,744
12063,181758,876
12063,56468,838
12063,40657,712
12063,147259,815
12063,37333,868
12063,1561,792
12063,143970,757
12063,126350,719
12063,158237,729
12063,6198,775
12063,31709,906
12063,169569,748
12063,11608,741
12063,146595,821
12063,66183,741
142980,139751,766
139751,72774,753
139751,142980,766
139751,30948,792
139751,145341,884
139751,54521,700
139751,76489,736
95065,134467,705
95065,84759,921
95065,139473,837
95065,65599,938
95065,2712,935
95065,41899,883
95065,110295,761
95065,37500,919
95065,33937,788
95065,171084,729
95065,26404,815
138284,128171,806
138284,88719,978
138284,38340,735
138284,11550,770
138284,5965,852
138284,134906,739
138284,117934,729
138284,60811,871
138284,17029,983
138284,65073,710
138284,139497,799
138284,176045,791
138284,176429,802
138284,29829,705
138284,30126,742
138284,132735,930
138284,31361,713
138284,176012,889
138284,123857,829
138284,34582,796
138284,130130,789
138284,162159,823
138284,27812,812
138284,63049,852
138284,151138,702
138284,84220,948
138284,90270,778
138284,11464,942
138284,146827,741
138284,92204,991
138284,52687,911
138284,162940,751
138284,54272,760
138284,157556,740
138284,86964,757
138284,22999,763
44009,73746,826
44009,165605,761
44009,21728,735
44009,107664,872
44009,170601,739
136941,74355,797
136941,59781,761
136941,128737,711
136941,57529,912
136941,76232,739
136941,104763,767
136941,4456,889
136941,165605,836
136941,175633,959
136941,57724,853
136941,102968,743
136941,22422,744
136941,181032,798
136941,49380,743
136941,47727,763
136941,13361,817
136941,21728,858
136941,83933,747
136941,112254,808
136941,183808,802
136941,5097,727
136941,47325,911
136941,69997,791
136941,44720,885
136941,107664,747
136941,177571,923
136941,74197,820
136941,34284,702
136941,136672,748
136941,174844,713
136941,86939,712
176381,80188,942
176381,146060,808
176381,113928,789
176381,123101,935
176381,23954,883
176381,148083,791
176381,83470,844
176381,72114,700
176381,78501,862
176381,21728,831
176381,113710,748
176381,20831,732
176381,8839,835
176381,129922,726
176381,122225,757
176381,79877,795
176381,182933,724
18462,5458,783
65599,107091,878
65599,169785,800
65599,134467,941
65599,148803,715
65599,128551,942
65599,161096,759
65599,84759,744
65599,139473,798
65599,153765,878
65599,9968,736
65599,101023,725
65599,95065,938
65599,12063,756
65599,8477,903
65599,41899,986
65599,110295,765
65599,110381,725
65599,136008,719
65599,165779,728
65599,169772,785
65599,37307,811
65599,157027,701
65599,171084,852
65599,6746,907
65599,57336,840
65599,118618,870
65599,161018,733
172988,158281,870
172988,69498,720
172988,107091,777
172988,34423,799
172988,1163,939
172988,62746,920
172988,20058,977
172988,39087,714
172988,179503,959
172988,182976,955
172988,145187,792
172988,85214,968
172988,17865,972
172988,75604,947
172988,101320,850
172988,181295,926
172988,80572,733
172988,82806,923
172988,120353,703
172988,19046,726
172988,31707,857
172988,47452,971
172988,109765,924
172988,106190,866
172988,54191,864
172988,109260,861
172988,143645,871
172988,138758,765
172988,179783,778
172988,129218,845
172988,137357,879
172988,97225,714
172988,127894,731
172988,60365,820
172988,177038,740
172988,106289,710
172988,12352,851
172988,182749,840
2355,28680,732
115386,126673,739
115386,66214,767
135476,13047,741
135476,49232,746
135476,30453,790
135476,151312,728
135476,148080,734
135476,114157,739
135476,3178,745
21007,182363,760
21007,177668,783
21007,82224,753
21007,105928,882
21007,102840,732
21007,59785,904
21007,159949,793
21007,19832,959
21007,146614,870
21007,179634,877
21007,11826,802
21007,139124,761
21007,109678,891
21007,107644,762
21007,24667,703
61129,159489,762
61129,161520,738
61129,181181,807
61129,29822,718
61129,160199,732
61129,4456,911
61129,26487,810
61129,123907,800
61129,77144,739
61129,22422,743
61129,90856,803
61129,78310,738
61129,131945,741
61129,115632,871
31236,166979,703
31236,70529,838
27966,87107,784
27966,70846,766
27966,96611,708
27966,44268,918
27966,76639,711
27966,156984,880
27966,15865,874
27966,174503,892
27966,144055,733
27966,88251,820
27966,136113,711
27966,88352,750
27966,125805,740
27966,62151,839
27966,25973,734
27966,156361,905
27966,122184,707
27966,168091,739
143964,22717,768
143964,4456,710
143964,80812,875
143964,47356,768
143964,41710,720
143964,37473,720
6459,139790,880
146232,40332,764
146232,8207,837
146232,98754,748
146232,53440,802
146232,159082,760
146232,26069,721
117736,85234,709
117736,6545,808
117736,91991,757
128606,143286,762
128606,92838,743
128606,109786,723
128606,104631,740
128606,176640,729
128606,43012,747
128606,182896,768
128606,174585,761
128606,46602,745
128606,66070,750
128606,53646,741
142314,143286,932
142314,85257,819
142314,3839,734
142314,92838,859
142314,100265,721
142314,33101,830
142314,161224,705
142314,71978,776
142314,86101,820
142314,103184,749
142314,182896,821
142314,160926,878
